ID_Angajat,Manager,Departament,Senioritate,Oras,Data,Ore_Lucrate,Proiecte_Finalizate,Feedback_Clienti,Training_Ore,Scor_Performanta,Risc_Plecare_Scor,Status_Risc
1195,Mihai O.,IT,Mid,Brasov,2023-06-01,140,14,4.4,19,298.0,0.0,Stabil
1196,Mihai O.,Marketing,Mid,Timisoara,2023-06-01,207,7,3.4,5,241.5,0.0,Stabil
1197,Mihai O.,IT,Junior,Constanta,2023-06-01,143,9,4.5,11,251.5,0.0,Stabil
1198,Mihai O.,HR,Mid,Timisoara,2023-06-01,258,7,2.4,5,247.0,1.0,Risc Ridicat
1199,Cristina D.,IT,Junior,Bucuresti,2023-06-01,225,2,2.1,4,174.5,1.0,Risc Ridicat
1000,Cristina D.,Marketing,Junior,Iasi,2023-07-01,143,13,4.2,31,285.5,0.0,Stabil
1001,Ion V.,Vanzari,Junior,Cluj-Napoca,2023-07-01,175,11,2.0,30,237.5,0.0,Stabil
1002,Elena D.,IT,Senior,Constanta,2023-07-01,143,10,1.4,6,249.5,0.0,Stabil
1003,Ion V.,Vanzari,Mid,Sibiu,2023-07-01,199,3,2.0,34,169.5,0.0,Stabil
1004,Cristina D.,Marketing,Mid,Iasi,2023-07-01,207,6,1.1,24,185.5,0.8,Risc Ridicat
1005,Ana S.,Vanzari,Mid,Cluj-Napoca,2023-07-01,168,4,2.2,19,168.0,0.0,Stabil
1006,Maria I.,Marketing,Mid,Sibiu,2023-07-01,234,7,2.0,7,227.0,1.0,Risc Ridicat
1007,Cristina D.,Marketing,Senior,Bucuresti,2023-07-01,193,4,2.6,32,238.5,0.0,Stabil
1008,Mihai O.,HR,Mid,Brasov,2023-07-01,251,8,2.2,17,249.5,1.0,Risc Ridicat
1009,Ana S.,Vanzari,Junior,Bucuresti,2023-07-01,148,12,1.6,38,226.0,0.0,Stabil
1010,Ion V.,Marketing,Junior,Sibiu,2023-07-01,140,7,1.5,25,170.0,0.0,Stabil
1011,George R.,Vanzari,Senior,Brasov,2023-07-01,203,12,2.2,10,315.5,1.0,Risc Ridicat
1012,Ion V.,HR,Junior,Brasov,2023-07-01,249,12,2.6,14,296.5,1.0,Risc Ridicat
1013,Andrei P.,Marketing,Junior,Bucuresti,2023-07-01,252,2,4.1,2,228.0,0.0,Stabil
1014,Mihai O.,IT,Mid,Constanta,2023-07-01,259,7,2.1,9,241.5,1.0,Risc Ridicat
1015,Maria I.,Marketing,Mid,Sibiu,2023-07-01,150,2,1.1,30,117.0,0.0,Stabil
1016,Maria I.,HR,Mid,Brasov,2023-07-01,246,3,4.5,24,243.0,0.0,Stabil
1017,Maria I.,Marketing,Mid,Sibiu,2023-07-01,165,4,1.9,2,160.5,0.0,Stabil
1018,Maria I.,Marketing,Mid,Bucuresti,2023-07-01,185,9,3.8,33,258.5,0.0,Stabil
1019,Ion V.,IT,Junior,Cluj-Napoca,2023-07-01,188,2,4.3,5,200.0,0.0,Stabil
1020,Andrei P.,Marketing,Senior,Iasi,2023-07-01,237,11,2.4,29,326.5,0.8,Risc Ridicat
1021,Ion V.,Vanzari,Junior,Timisoara,2023-07-01,209,3,1.0,17,154.5,1.0,Risc Ridicat
1022,Ion V.,HR,Mid,Bucuresti,2023-07-01,183,5,1.7,20,175.5,0.0,Stabil
1023,Andrei P.,Vanzari,Senior,Iasi,2023-07-01,182,5,3.2,16,255.0,0.0,Stabil
1024,Cristina D.,Vanzari,Senior,Sibiu,2023-07-01,204,8,2.9,21,290.0,0.8,Risc Ridicat
1025,Maria I.,IT,Mid,Iasi,2023-07-01,164,14,1.9,21,260.0,0.0,Stabil
1026,Ana S.,Marketing,Senior,Iasi,2023-07-01,247,1,1.4,33,211.5,0.8,Risc Ridicat
1027,Mihai O.,Marketing,Mid,Timisoara,2023-07-01,221,11,2.6,9,272.5,1.0,Risc Ridicat
1028,George R.,Marketing,Mid,Brasov,2023-07-01,183,13,3.6,35,293.5,0.0,Stabil
1029,Ion V.,Marketing,Mid,Bucuresti,2023-07-01,259,4,4.3,24,255.5,0.0,Stabil
1030,Mihai O.,Vanzari,Junior,Cluj-Napoca,2023-07-01,169,8,4.9,0,262.5,0.0,Stabil
1031,Maria I.,IT,Mid,Iasi,2023-07-01,193,9,2.0,1,226.5,0.0,Stabil
1032,George R.,IT,Mid,Constanta,2023-07-01,246,2,1.9,27,181.0,0.8,Risc Ridicat
1033,Andrei P.,Marketing,Mid,Timisoara,2023-07-01,174,9,2.4,16,225.0,0.0,Stabil
1034,George R.,Vanzari,Junior,Brasov,2023-07-01,256,8,1.1,34,230.0,0.8,Risc Ridicat
1035,Maria I.,Marketing,Senior,Iasi,2023-07-01,224,13,4.3,38,378.0,0.0,Potential
1036,Cristina D.,Vanzari,Junior,Bucuresti,2023-07-01,228,12,4.5,1,324.0,0.0,Potential
1037,Maria I.,HR,Junior,Cluj-Napoca,2023-07-01,184,4,4.8,10,228.0,0.0,Stabil
1038,Mihai O.,IT,Mid,Cluj-Napoca,2023-07-01,162,3,3.6,36,183.0,0.0,Stabil
1039,Mihai O.,IT,Mid,Bucuresti,2023-07-01,176,9,4.0,29,258.0,0.0,Stabil
1040,Cristina D.,HR,Senior,Constanta,2023-07-01,175,13,1.3,21,293.5,0.0,Stabil
1041,Elena D.,HR,Junior,Brasov,2023-07-01,190,1,2.6,22,157.0,0.0,Stabil
1042,Andrei P.,IT,Senior,Iasi,2023-07-01,209,2,4.5,22,264.5,0.0,Stabil
1043,Andrei P.,IT,Junior,Iasi,2023-07-01,254,10,2.8,23,283.0,0.8,Risc Ridicat
1044,Ana S.,HR,Senior,Brasov,2023-07-01,186,11,2.7,8,307.0,0.0,Potential
1045,Andrei P.,IT,Senior,Timisoara,2023-07-01,245,6,1.2,19,256.5,1.0,Risc Ridicat
1046,George R.,IT,Senior,Brasov,2023-07-01,249,14,3.0,38,374.5,0.0,Potential
1047,Cristina D.,Vanzari,Junior,Bucuresti,2023-07-01,214,12,2.1,10,269.0,1.0,Risc Ridicat
1048,Andrei P.,IT,Senior,Constanta,2023-07-01,158,8,2.9,39,267.0,0.0,Stabil
1049,Cristina D.,Vanzari,Mid,Constanta,2023-07-01,207,7,1.8,12,209.5,1.0,Risc Ridicat
1050,Andrei P.,Vanzari,Mid,Cluj-Napoca,2023-07-01,237,4,4.1,15,240.5,0.0,Stabil
1051,Mihai O.,Marketing,Junior,Brasov,2023-07-01,176,11,2.5,2,248.0,0.0,Stabil
1052,Ana S.,HR,Senior,Timisoara,2023-07-01,192,2,1.4,37,194.0,0.0,Stabil
1053,Cristina D.,IT,Junior,Brasov,2023-07-01,193,4,1.5,27,166.5,0.0,Stabil
1054,Cristina D.,Marketing,Senior,Bucuresti,2023-07-01,215,2,2.5,37,227.5,0.8,Risc Ridicat
1055,George R.,HR,Junior,Brasov,2023-07-01,193,2,4.2,3,200.5,0.0,Stabil
1056,Elena D.,Vanzari,Mid,Timisoara,2023-07-01,217,12,3.5,11,298.5,0.0,Stabil
1057,Maria I.,Marketing,Mid,Brasov,2023-07-01,229,14,3.1,39,316.5,0.0,Potential
1058,Cristina D.,Marketing,Senior,Cluj-Napoca,2023-07-01,227,12,2.7,20,337.5,1.0,Risc Ridicat
1059,Elena D.,IT,Junior,Bucuresti,2023-07-01,193,1,1.6,13,138.5,0.0,Stabil
1060,Andrei P.,HR,Senior,Iasi,2023-07-01,244,12,4.7,17,386.0,0.0,Potential
1061,Elena D.,Marketing,Junior,Iasi,2023-07-01,245,12,2.1,30,284.5,0.8,Risc Ridicat
1062,George R.,Vanzari,Senior,Cluj-Napoca,2023-07-01,220,8,3.0,18,300.0,0.0,Stabil
1063,Cristina D.,HR,Senior,Sibiu,2023-07-01,179,11,1.5,9,279.5,0.0,Stabil
1064,Maria I.,HR,Mid,Bucuresti,2023-07-01,169,4,1.7,8,158.5,0.0,Stabil
1065,Elena D.,Vanzari,Junior,Brasov,2023-07-01,177,11,2.8,16,254.5,0.0,Stabil
1066,Ion V.,IT,Junior,Brasov,2023-07-01,196,11,1.1,36,230.0,0.0,Stabil
1067,Cristina D.,Vanzari,Mid,Iasi,2023-07-01,202,11,2.3,8,257.0,1.0,Risc Ridicat
1068,Mihai O.,Vanzari,Junior,Timisoara,2023-07-01,163,8,1.5,13,191.5,0.0,Stabil
1069,Ana S.,HR,Senior,Iasi,2023-07-01,180,2,2.7,5,214.0,0.0,Stabil
1070,Elena D.,HR,Junior,Constanta,2023-07-01,203,8,3.7,8,255.5,0.0,Stabil
1071,Ion V.,Vanzari,Mid,Timisoara,2023-07-01,178,12,2.2,35,253.0,0.0,Stabil
1072,Mihai O.,IT,Mid,Iasi,2023-07-01,252,11,4.3,2,322.0,0.0,Potential
1073,Ion V.,HR,Junior,Brasov,2023-07-01,225,6,2.7,30,226.5,0.8,Risc Ridicat
1074,Ion V.,Marketing,Mid,Brasov,2023-07-01,173,12,3.1,19,268.5,0.0,Stabil
1075,Maria I.,Marketing,Senior,Iasi,2023-07-01,212,5,3.6,36,278.0,0.0,Stabil
1076,Ion V.,HR,Mid,Bucuresti,2023-07-01,144,3,1.8,10,138.0,0.0,Stabil
1077,Ana S.,Vanzari,Mid,Constanta,2023-07-01,222,1,2.0,36,161.0,0.8,Risc Ridicat
1078,Maria I.,Marketing,Mid,Timisoara,2023-07-01,231,13,1.7,17,279.5,1.0,Risc Ridicat
1079,Elena D.,Marketing,Mid,Timisoara,2023-07-01,171,11,3.5,15,265.5,0.0,Stabil
1080,Ion V.,Marketing,Junior,Iasi,2023-07-01,183,5,2.9,11,199.5,0.0,Stabil
1081,Elena D.,Vanzari,Junior,Constanta,2023-07-01,234,9,2.1,7,249.0,1.0,Risc Ridicat
1082,Ana S.,IT,Junior,Constanta,2023-07-01,216,14,1.3,5,274.0,1.0,Risc Ridicat
1083,George R.,Marketing,Mid,Sibiu,2023-07-01,241,14,1.7,23,294.5,0.8,Risc Ridicat
1084,Ion V.,Vanzari,Mid,Constanta,2023-07-01,206,6,1.2,19,187.0,1.0,Risc Ridicat
1085,George R.,Vanzari,Junior,Cluj-Napoca,2023-07-01,150,5,3.1,3,187.0,0.0,Stabil
1086,Maria I.,IT,Mid,Sibiu,2023-07-01,177,12,2.3,29,254.5,0.0,Stabil
1087,Cristina D.,Vanzari,Mid,Sibiu,2023-07-01,193,7,4.6,15,258.5,0.0,Stabil
1088,Cristina D.,Vanzari,Junior,Timisoara,2023-07-01,227,10,2.7,3,267.5,1.0,Risc Ridicat
1089,Ana S.,Marketing,Mid,Timisoara,2023-07-01,146,10,3.8,5,249.0,0.0,Stabil
1090,Elena D.,IT,Senior,Timisoara,2023-07-01,168,1,4.8,8,240.0,0.0,Stabil
1091,Cristina D.,HR,Mid,Brasov,2023-07-01,227,6,3.1,25,235.5,0.0,Stabil
1092,Maria I.,HR,Junior,Iasi,2023-07-01,211,5,3.8,7,231.5,0.0,Stabil
1093,Ana S.,IT,Junior,Iasi,2023-07-01,144,13,4.7,29,296.0,0.0,Stabil
1094,Mihai O.,Vanzari,Mid,Timisoara,2023-07-01,246,3,1.7,12,187.0,1.0,Risc Ridicat
1095,Elena D.,IT,Mid,Cluj-Napoca,2023-07-01,207,9,2.7,21,247.5,0.8,Risc Ridicat
1096,Andrei P.,IT,Junior,Constanta,2023-07-01,249,1,1.9,6,172.5,1.0,Risc Ridicat
1097,Mihai O.,IT,Senior,Iasi,2023-07-01,251,8,1.8,7,291.5,1.0,Risc Ridicat
1098,Andrei P.,IT,Senior,Brasov,2023-07-01,256,7,4.6,33,340.0,0.0,Potential
1099,Mihai O.,IT,Junior,Iasi,2023-07-01,193,8,4.5,20,266.5,0.0,Stabil
1100,Cristina D.,Marketing,Junior,Iasi,2023-07-01,207,1,4.8,38,209.5,0.0,Stabil
1101,Mihai O.,Vanzari,Junior,Brasov,2023-07-01,167,9,3.0,24,233.5,0.0,Stabil
1102,Ana S.,Marketing,Mid,Constanta,2023-07-01,166,6,3.6,29,215.0,0.0,Stabil
1103,Maria I.,Marketing,Senior,Timisoara,2023-07-01,243,7,4.3,29,327.5,0.0,Potential
1104,Ana S.,Vanzari,Junior,Sibiu,2023-07-01,145,1,3.7,2,156.5,0.0,Stabil
1105,Cristina D.,HR,Junior,Cluj-Napoca,2023-07-01,160,1,1.8,6,126.0,0.0,Stabil
1106,George R.,Marketing,Mid,Brasov,2023-07-01,140,2,4.2,7,174.0,0.0,Stabil
1107,Maria I.,IT,Mid,Sibiu,2023-07-01,191,8,4.5,13,265.5,0.0,Stabil
1108,Ion V.,HR,Senior,Bucuresti,2023-07-01,234,9,3.1,36,319.0,0.0,Potential
1109,George R.,Marketing,Junior,Iasi,2023-07-01,228,9,3.2,23,268.0,0.0,Stabil
1110,Elena D.,Marketing,Junior,Constanta,2023-07-01,181,9,1.2,14,204.5,0.0,Stabil
1111,Ion V.,IT,Junior,Bucuresti,2023-07-01,241,10,3.9,30,298.5,0.0,Stabil
1112,Cristina D.,IT,Mid,Iasi,2023-07-01,230,4,1.3,3,181.0,1.0,Risc Ridicat
1113,Elena D.,Vanzari,Mid,Sibiu,2023-07-01,178,13,1.8,36,255.0,0.0,Stabil
1114,George R.,Marketing,Senior,Constanta,2023-07-01,217,1,4.8,30,264.5,0.0,Stabil
1115,Ion V.,Marketing,Senior,Sibiu,2023-07-01,236,11,2.8,1,334.0,1.0,Risc Ridicat
1116,Elena D.,HR,Junior,Brasov,2023-07-01,153,8,2.9,27,214.5,0.0,Stabil
1117,George R.,IT,Mid,Brasov,2023-07-01,242,12,2.7,24,295.0,0.8,Risc Ridicat
1118,Cristina D.,Marketing,Senior,Iasi,2023-07-01,194,9,3.0,9,297.0,0.0,Stabil
1119,Mihai O.,Marketing,Mid,Timisoara,2023-07-01,143,6,4.8,34,227.5,0.0,Stabil
1120,Maria I.,HR,Junior,Iasi,2023-07-01,257,3,4.7,36,252.5,0.0,Stabil
1121,Cristina D.,IT,Mid,Timisoara,2023-07-01,248,12,4.1,0,326.0,0.0,Potential
1122,George R.,Marketing,Senior,Cluj-Napoca,2023-07-01,149,8,3.8,20,280.5,0.0,Stabil
1123,Ana S.,Vanzari,Junior,Sibiu,2023-07-01,140,14,4.5,39,300.0,0.0,Stabil
1124,Ana S.,Vanzari,Mid,Constanta,2023-07-01,242,13,3.5,4,321.0,0.0,Potential
1125,Maria I.,Marketing,Junior,Iasi,2023-07-01,255,3,2.2,37,201.5,0.8,Risc Ridicat
1126,Elena D.,Marketing,Junior,Constanta,2023-07-01,241,12,2.1,6,282.5,1.0,Risc Ridicat
1127,Ion V.,IT,Senior,Brasov,2023-07-01,162,12,2.6,1,303.0,0.0,Potential
1128,Mihai O.,Vanzari,Junior,Sibiu,2023-07-01,168,3,2.5,4,164.0,0.0,Stabil
1129,Ana S.,IT,Senior,Constanta,2023-07-01,258,5,3.2,17,293.0,0.0,Stabil
1130,Elena D.,Vanzari,Mid,Sibiu,2023-07-01,227,7,3.0,34,243.5,0.0,Stabil
1131,Ana S.,Vanzari,Mid,Constanta,2023-07-01,249,10,3.2,26,288.5,0.0,Stabil
1132,Andrei P.,IT,Senior,Sibiu,2023-07-01,155,6,1.3,23,213.5,0.0,Stabil
1133,Maria I.,Marketing,Junior,Timisoara,2023-07-01,220,5,3.1,35,222.0,0.0,Stabil
1134,Mihai O.,IT,Junior,Sibiu,2023-07-01,248,10,2.9,33,282.0,0.8,Risc Ridicat
1135,George R.,IT,Junior,Cluj-Napoca,2023-07-01,253,12,1.9,16,284.5,1.0,Risc Ridicat
1136,Ion V.,IT,Senior,Iasi,2023-07-01,238,14,1.1,22,331.0,0.8,Risc Ridicat
1137,Elena D.,IT,Mid,Constanta,2023-07-01,151,2,4.3,18,181.5,0.0,Stabil
1138,Maria I.,Marketing,Mid,Constanta,2023-07-01,155,10,2.0,7,217.5,0.0,Stabil
1139,Maria I.,Marketing,Mid,Brasov,2023-07-01,172,9,1.5,6,206.0,0.0,Stabil
1140,Elena D.,HR,Mid,Brasov,2023-07-01,193,12,3.4,30,284.5,0.0,Stabil
1141,George R.,IT,Junior,Iasi,2023-07-01,211,3,4.3,26,221.5,0.0,Stabil
1142,Ion V.,IT,Mid,Iasi,2023-07-01,179,5,4.6,35,231.5,0.0,Stabil
1143,Mihai O.,HR,Junior,Sibiu,2023-07-01,144,13,3.9,31,280.0,0.0,Stabil
1144,Elena D.,Marketing,Mid,Cluj-Napoca,2023-07-01,155,9,4.4,18,255.5,0.0,Stabil
1145,Mihai O.,Marketing,Mid,Constanta,2023-07-01,154,3,2.5,38,157.0,0.0,Stabil
1146,Ana S.,HR,Junior,Cluj-Napoca,2023-07-01,150,4,2.2,15,159.0,0.0,Stabil
1147,Cristina D.,Vanzari,Senior,Timisoara,2023-07-01,185,3,4.5,1,262.5,0.0,Stabil
1148,Andrei P.,IT,Mid,Sibiu,2023-07-01,204,4,2.2,22,186.0,0.8,Risc Ridicat
1149,Ana S.,Vanzari,Junior,Constanta,2023-07-01,214,14,1.5,24,277.0,0.8,Risc Ridicat
1150,Elena D.,Marketing,Senior,Iasi,2023-07-01,161,10,3.2,35,294.5,0.0,Stabil
1151,Maria I.,Vanzari,Junior,Bucuresti,2023-07-01,207,1,4.4,7,201.5,0.0,Stabil
1152,Cristina D.,Vanzari,Junior,Constanta,2023-07-01,179,13,4.3,27,305.5,0.0,Potential
1153,Maria I.,Marketing,Senior,Cluj-Napoca,2023-07-01,177,6,3.3,16,264.5,0.0,Stabil
1154,Mihai O.,IT,Mid,Brasov,2023-07-01,237,6,2.3,38,224.5,0.8,Risc Ridicat
1155,Mihai O.,Vanzari,Mid,Sibiu,2023-07-01,245,7,1.5,29,222.5,0.8,Risc Ridicat
1156,Mihai O.,IT,Junior,Sibiu,2023-07-01,170,7,3.4,19,223.0,0.0,Stabil
1157,Maria I.,Marketing,Mid,Cluj-Napoca,2023-07-01,241,12,2.8,36,296.5,0.8,Risc Ridicat
1158,Ana S.,IT,Junior,Bucuresti,2023-07-01,182,13,1.2,13,245.0,0.0,Stabil
1159,Ana S.,Vanzari,Junior,Brasov,2023-07-01,140,6,2.8,35,186.0,0.0,Stabil
1160,Mihai O.,Marketing,Junior,Bucuresti,2023-07-01,174,12,2.0,19,247.0,0.0,Stabil
1161,Mihai O.,Marketing,Junior,Brasov,2023-07-01,257,4,1.8,29,204.5,0.8,Risc Ridicat
1162,Cristina D.,Vanzari,Junior,Brasov,2023-07-01,153,8,3.3,27,222.5,0.0,Stabil
1163,Cristina D.,IT,Senior,Timisoara,2023-07-01,182,14,4.6,10,373.0,0.0,Potential
1164,George R.,HR,Mid,Sibiu,2023-07-01,197,7,3.5,2,238.5,0.0,Stabil
1165,Mihai O.,HR,Senior,Brasov,2023-07-01,229,4,2.3,17,250.5,1.0,Risc Ridicat
1166,Elena D.,IT,Junior,Sibiu,2023-07-01,207,1,2.6,10,165.5,1.0,Risc Ridicat
1167,Maria I.,HR,Junior,Iasi,2023-07-01,230,13,3.9,38,323.0,0.0,Potential
1168,Ana S.,HR,Junior,Bucuresti,2023-07-01,252,13,3.9,19,334.0,0.0,Potential
1169,George R.,HR,Junior,Iasi,2023-07-01,230,2,4.7,28,229.0,0.0,Stabil
1170,Ion V.,Vanzari,Senior,Sibiu,2023-07-01,189,8,3.6,5,296.5,0.0,Stabil
1171,Cristina D.,HR,Junior,Cluj-Napoca,2023-07-01,234,13,2.3,25,293.0,0.8,Risc Ridicat
1172,George R.,HR,Junior,Bucuresti,2023-07-01,251,11,5.0,9,335.5,0.0,Potential
1173,Andrei P.,IT,Mid,Brasov,2023-07-01,171,13,2.5,23,265.5,0.0,Stabil
1174,Cristina D.,HR,Senior,Constanta,2023-07-01,170,11,2.5,21,295.0,0.0,Stabil
1175,Mihai O.,HR,Junior,Constanta,2023-07-01,238,9,4.5,2,299.0,0.0,Stabil
1176,Andrei P.,Marketing,Mid,Cluj-Napoca,2023-07-01,207,6,1.1,33,185.5,0.8,Risc Ridicat
1177,Mihai O.,Vanzari,Junior,Sibiu,2023-07-01,154,13,3.8,28,283.0,0.0,Stabil
1178,Ana S.,IT,Mid,Brasov,2023-07-01,211,9,4.6,39,287.5,0.0,Stabil
1179,Ion V.,HR,Junior,Iasi,2023-07-01,195,11,3.0,9,267.5,0.0,Stabil
1180,Mihai O.,HR,Mid,Iasi,2023-07-01,151,2,4.1,10,177.5,0.0,Stabil
1181,Andrei P.,HR,Junior,Cluj-Napoca,2023-07-01,212,10,3.6,17,278.0,0.0,Stabil
1182,George R.,Vanzari,Mid,Brasov,2023-07-01,219,8,3.4,19,257.5,0.0,Stabil
1183,Maria I.,Vanzari,Senior,Brasov,2023-07-01,243,5,2.8,17,277.5,1.0,Risc Ridicat
1184,Mihai O.,Marketing,Senior,Brasov,2023-07-01,171,9,4.3,36,311.5,0.0,Potential
1185,Maria I.,Vanzari,Mid,Sibiu,2023-07-01,179,11,1.0,31,219.5,0.0,Stabil
1186,Ana S.,IT,Junior,Timisoara,2023-07-01,142,3,1.9,8,139.0,0.0,Stabil
1187,Andrei P.,IT,Mid,Iasi,2023-07-01,169,12,4.9,9,302.5,0.0,Potential
1188,Andrei P.,HR,Junior,Constanta,2023-07-01,187,6,2.2,29,197.5,0.0,Stabil
1189,Ion V.,IT,Mid,Brasov,2023-07-01,225,14,3.8,3,328.5,0.0,Potential
1190,Cristina D.,Marketing,Senior,Cluj-Napoca,2023-07-01,140,13,3.2,19,314.0,0.0,Potential
1191,Maria I.,HR,Mid,Constanta,2023-07-01,153,3,3.3,38,172.5,0.0,Stabil
1192,Ion V.,Vanzari,Mid,Brasov,2023-07-01,228,13,1.5,35,274.0,0.8,Risc Ridicat
1193,Cristina D.,Vanzari,Junior,Bucuresti,2023-07-01,168,2,2.5,33,154.0,0.0,Stabil
1194,Cristina D.,IT,Junior,Constanta,2023-07-01,156,11,4.5,0,278.0,0.0,Stabil
1195,Mihai O.,IT,Mid,Brasov,2023-07-01,177,3,2.6,13,170.5,0.0,Stabil
1196,Mihai O.,Marketing,Mid,Timisoara,2023-07-01,167,1,4.3,13,179.5,0.0,Stabil
1197,Mihai O.,IT,Junior,Constanta,2023-07-01,226,10,1.7,21,247.0,0.8,Risc Ridicat
1198,Mihai O.,HR,Mid,Timisoara,2023-07-01,147,6,2.6,6,185.5,0.0,Stabil
1199,Cristina D.,IT,Junior,Bucuresti,2023-07-01,142,14,4.7,13,305.0,0.0,Potential
1000,Cristina D.,Marketing,Junior,Iasi,2023-08-01,231,11,3.8,22,301.5,0.0,Potential
1001,Ion V.,Vanzari,Junior,Cluj-Napoca,2023-08-01,202,12,1.6,16,253.0,1.0,Risc Ridicat
1002,Elena D.,IT,Senior,Constanta,2023-08-01,229,8,3.8,2,320.5,0.0,Potential
1003,Ion V.,Vanzari,Mid,Sibiu,2023-08-01,174,4,4.1,2,209.0,0.0,Stabil
1004,Cristina D.,Marketing,Mid,Iasi,2023-08-01,252,14,2.6,10,318.0,1.0,Risc Ridicat
1005,Ana S.,Vanzari,Mid,Cluj-Napoca,2023-08-01,235,9,2.2,14,251.5,1.0,Risc Ridicat
1006,Maria I.,Marketing,Mid,Sibiu,2023-08-01,251,11,1.1,12,257.5,1.0,Risc Ridicat
1007,Cristina D.,Marketing,Senior,Bucuresti,2023-08-01,244,4,1.3,3,238.0,1.0,Risc Ridicat
1008,Mihai O.,HR,Mid,Brasov,2023-08-01,175,6,2.7,1,201.5,0.0,Stabil
1009,Ana S.,Vanzari,Junior,Bucuresti,2023-08-01,142,14,2.0,0,251.0,0.0,Stabil
1010,Ion V.,Marketing,Junior,Sibiu,2023-08-01,148,11,1.8,34,220.0,0.0,Stabil
1011,George R.,Vanzari,Senior,Brasov,2023-08-01,230,7,2.4,21,283.0,0.8,Risc Ridicat
1012,Ion V.,HR,Junior,Brasov,2023-08-01,242,10,3.2,12,285.0,0.0,Stabil
1013,Andrei P.,Marketing,Junior,Bucuresti,2023-08-01,187,14,2.5,26,283.5,0.0,Stabil
1014,Mihai O.,IT,Mid,Constanta,2023-08-01,182,14,2.5,30,281.0,0.0,Stabil
1015,Maria I.,Marketing,Mid,Sibiu,2023-08-01,203,2,1.9,22,159.5,0.8,Risc Ridicat
1016,Maria I.,HR,Mid,Brasov,2023-08-01,190,14,3.7,8,309.0,0.0,Potential
1017,Maria I.,Marketing,Mid,Sibiu,2023-08-01,212,7,2.9,19,234.0,1.0,Risc Ridicat
1018,Maria I.,Marketing,Mid,Bucuresti,2023-08-01,213,4,2.2,8,190.5,1.0,Risc Ridicat
1019,Ion V.,IT,Junior,Cluj-Napoca,2023-08-01,195,1,1.4,8,135.5,0.0,Stabil
1020,Andrei P.,Marketing,Senior,Iasi,2023-08-01,247,5,3.8,16,299.5,0.0,Stabil
1021,Ion V.,Vanzari,Junior,Timisoara,2023-08-01,186,4,1.0,6,153.0,0.0,Stabil
1022,Ion V.,HR,Mid,Bucuresti,2023-08-01,181,4,5.0,27,230.5,0.0,Stabil
1023,Andrei P.,Vanzari,Senior,Iasi,2023-08-01,219,3,4.1,24,271.5,0.0,Stabil
1024,Cristina D.,Vanzari,Senior,Sibiu,2023-08-01,199,3,2.5,33,229.5,0.0,Stabil
1025,Maria I.,IT,Mid,Iasi,2023-08-01,227,13,3.2,37,307.5,0.0,Potential
1026,Ana S.,Marketing,Senior,Iasi,2023-08-01,235,13,4.1,32,379.5,0.0,Potential
1027,Mihai O.,Marketing,Mid,Timisoara,2023-08-01,184,1,1.2,22,126.0,0.0,Stabil
1028,George R.,Marketing,Mid,Brasov,2023-08-01,211,10,4.0,6,285.5,0.0,Stabil
1029,Ion V.,Marketing,Mid,Bucuresti,2023-08-01,224,10,4.4,34,300.0,0.0,Stabil
1030,Mihai O.,Vanzari,Junior,Cluj-Napoca,2023-08-01,155,5,2.0,1,167.5,0.0,Stabil
1031,Maria I.,IT,Mid,Iasi,2023-08-01,204,3,2.3,33,178.0,0.8,Risc Ridicat
1032,George R.,IT,Mid,Constanta,2023-08-01,166,10,4.9,2,281.0,0.0,Stabil
1033,Andrei P.,Marketing,Mid,Timisoara,2023-08-01,241,10,2.3,27,266.5,0.8,Risc Ridicat
1034,George R.,Vanzari,Junior,Brasov,2023-08-01,214,3,3.6,38,209.0,0.0,Stabil
1035,Maria I.,Marketing,Senior,Iasi,2023-08-01,201,7,4.3,1,306.5,0.0,Potential
1036,Cristina D.,Vanzari,Junior,Bucuresti,2023-08-01,162,10,4.5,15,271.0,0.0,Stabil
1037,Maria I.,HR,Junior,Cluj-Napoca,2023-08-01,252,11,2.9,37,294.0,0.8,Risc Ridicat
1038,Mihai O.,IT,Mid,Cluj-Napoca,2023-08-01,245,5,3.4,36,240.5,0.0,Stabil
1039,Mihai O.,IT,Mid,Bucuresti,2023-08-01,191,10,3.4,0,263.5,0.0,Stabil
1040,Cristina D.,HR,Senior,Constanta,2023-08-01,158,12,4.7,27,343.0,0.0,Potential
1041,Elena D.,HR,Junior,Brasov,2023-08-01,150,7,1.3,23,171.0,0.0,Stabil
1042,Andrei P.,IT,Senior,Iasi,2023-08-01,140,14,4.9,29,358.0,0.0,Potential
1043,Andrei P.,IT,Junior,Iasi,2023-08-01,217,11,4.7,3,312.5,0.0,Potential
1044,Ana S.,HR,Senior,Brasov,2023-08-01,171,5,2.1,22,227.5,0.0,Stabil
1045,Andrei P.,IT,Senior,Timisoara,2023-08-01,254,7,3.1,37,309.0,0.0,Potential
1046,George R.,IT,Senior,Brasov,2023-08-01,208,3,3.9,24,262.0,0.0,Stabil
1047,Cristina D.,Vanzari,Junior,Bucuresti,2023-08-01,250,2,2.2,28,189.0,0.8,Risc Ridicat
1048,Andrei P.,IT,Senior,Constanta,2023-08-01,210,12,2.0,16,315.0,1.0,Risc Ridicat
